datetime,load_mw,zone,temperature,humidity,wind_speed
2025-01-06 13:00:00,33296.5,PJM-RTO,78.94,38.73,5.87
2025-01-06 14:00:00,31488.58,PJM-RTO,77.45,39.72,4.66
2025-01-06 15:00:00,29804.15,PJM-RTO,75.68,46.84,3.99
2025-01-06 16:00:00,29392.4,PJM-RTO,70.25,47.93,4.63
2025-01-06 17:00:00,28513.66,PJM-RTO,67.64,53.41,3.62
2025-01-06 18:00:00,27121.19,PJM-RTO,59.58,53.71,4.97
2025-01-06 19:00:00,27071.26,PJM-RTO,53.46,59.47,4.52
2025-01-06 20:00:00,27350.38,PJM-RTO,51.34,59.1,4.59
2025-01-06 21:00:00,27309.78,PJM-RTO,44.69,65.05,5.04
2025-01-06 22:00:00,27803.38,PJM-RTO,41.72,66.41,4.51
2025-01-06 23:00:00,28584.48,PJM-RTO,37.89,67.33,4.14
2025-01-07 00:00:00,27877.05,PJM-RTO,38.66,72.32,5.84
2025-01-07 01:00:00,30713.17,PJM-RTO,42.96,67.54,7.04
2025-01-07 02:00:00,31263.3,PJM-RTO,43.26,69.09,8.1
2025-01-07 03:00:00,31615.29,PJM-RTO,49.25,64.26,7.31
2025-01-07 04:00:00,33274.67,PJM-RTO,49.15,63.93,8.85
2025-01-07 05:00:00,34637.15,PJM-RTO,56.3,60.23,9.13
2025-01-07 06:00:00,33987.35,PJM-RTO,58.68,57.36,
2025-01-07 07:00:00,36094.77,PJM-RTO,67.84,53.41,6.82
2025-01-07 08:00:00,35374.56,PJM-RTO,70.6,49.79,8.0
2025-01-07 09:00:00,34317.07,PJM-RTO,75.33,43.81,7.09
2025-01-07 10:00:00,33756.13,PJM-RTO,75.26,36.07,6.87
2025-01-07 11:00:00,34973.82,PJM-RTO,85.05,41.53,6.46
2025-01-07 12:00:00,32912.57,PJM-RTO,79.89,42.73,6.08
2025-01-07 13:00:00,33579.0,PJM-RTO,82.98,44.29,5.96
2025-01-07 14:00:00,30854.51,PJM-RTO,77.02,43.38,5.5
2025-01-07 15:00:00,29599.91,PJM-RTO,75.61,44.64,3.66
2025-01-07 16:00:00,28850.55,PJM-RTO,75.62,48.05,3.29
2025-01-07 17:00:00,27474.52,PJM-RTO,62.93,54.63,6.21
2025-01-07 18:00:00,26922.54,PJM-RTO,58.18,54.95,3.51
2025-01-07 19:00:00,27029.92,PJM-RTO,56.09,58.63,4.04
2025-01-07 20:00:00,27188.75,PJM-RTO,50.13,62.52,3.03
2025-01-07 21:00:00,26754.3,PJM-RTO,45.8,63.15,5.84
2025-01-07 22:00:00,27165.68,PJM-RTO,43.17,66.42,3.28
2025-01-07 23:00:00,27412.66,PJM-RTO,41.05,65.6,5.5
2025-01-08 00:00:00,27379.18,PJM-RTO,39.84,72.94,7.1
2025-01-08 01:00:00,27174.4,PJM-RTO,41.06,72.88,5.21
2025-01-08 02:00:00,30084.07,PJM-RTO,45.6,70.08,6.96
2025-01-08 03:00:00,30558.79,PJM-RTO,46.43,67.49,7.35
2025-01-08 04:00:00,31268.43,PJM-RTO,48.56,57.48,7.72
2025-01-08 05:00:00,31180.13,PJM-RTO,55.07,58.78,9.46
2025-01-08 06:00:00,33523.7,PJM-RTO,59.55,56.93,6.31
2025-01-08 07:00:00,32005.47,PJM-RTO,59.3,51.96,7.19
2025-01-08 08:00:00,33393.63,PJM-RTO,69.83,49.14,6.89
2025-01-08 09:00:00,33480.46,PJM-RTO,69.37,42.95,7.39
2025-01-08 10:00:00,33326.67,PJM-RTO,78.18,,7.03
2025-01-08 11:00:00,32641.56,PJM-RTO,83.16,41.66,6.65
2025-01-08 12:00:00,31718.67,PJM-RTO,79.95,43.09,6.17
2025-01-08 13:00:00,29671.51,PJM-RTO,80.0,41.64,5.95
2025-01-08 14:00:00,28214.23,PJM-RTO,77.0,42.37,4.19
2025-01-08 15:00:00,27296.03,PJM-RTO,71.36,42.95,3.83
2025-01-08 16:00:00,26454.19,PJM-RTO,68.11,48.56,
2025-01-08 17:00:00,25435.59,PJM-RTO,67.16,50.83,3.8
2025-01-08 18:00:00,25540.86,PJM-RTO,60.06,52.12,4.64
2025-01-08 19:00:00,24816.07,PJM-RTO,54.69,57.74,3.33
2025-01-08 20:00:00,24800.23,PJM-RTO,50.32,61.03,4.09
2025-01-08 21:00:00,24879.33,PJM-RTO,47.48,65.57,3.8
2025-01-08 22:00:00,26464.48,PJM-RTO,45.52,67.74,5.16
2025-01-08 23:00:00,24917.28,PJM-RTO,42.86,65.53,5.69
2025-01-09 00:00:00,24750.98,PJM-RTO,38.23,74.18,5.09
2025-01-09 01:00:00,26007.71,PJM-RTO,37.77,67.57,7.06
2025-01-09 02:00:00,28128.38,PJM-RTO,47.32,70.77,6.57
2025-01-09 03:00:00,28658.16,PJM-RTO,44.27,,7.16
2025-01-09 04:00:00,28668.61,PJM-RTO,45.1,57.38,7.33
2025-01-09 05:00:00,31484.94,PJM-RTO,53.76,61.21,7.53
2025-01-09 06:00:00,32295.9,PJM-RTO,62.53,61.45,6.26
2025-01-09 07:00:00,32330.72,PJM-RTO,65.54,53.38,7.3
2025-01-09 08:00:00,32414.45,PJM-RTO,68.46,46.61,7.33
2025-01-09 09:00:00,32848.38,PJM-RTO,72.65,45.34,7.65
2025-01-09 10:00:00,31767.89,PJM-RTO,80.48,42.56,7.8
2025-01-09 11:00:00,31386.3,PJM-RTO,77.61,39.19,5.6
2025-01-09 12:00:00,30480.84,PJM-RTO,79.88,38.29,4.97
2025-01-09 13:00:00,28664.65,PJM-RTO,76.81,36.57,5.54
2025-01-09 14:00:00,27237.45,PJM-RTO,77.48,43.57,5.13
2025-01-09 15:00:00,26856.83,PJM-RTO,75.05,49.22,4.7
2025-01-09 16:00:00,25630.59,PJM-RTO,71.43,52.28,4.81
2025-01-09 17:00:00,24850.33,PJM-RTO,65.71,48.25,2.73
2025-01-09 18:00:00,24275.23,PJM-RTO,61.4,55.66,4.69
2025-01-09 19:00:00,23445.31,PJM-RTO,53.85,57.0,4.82
2025-01-09 20:00:00,23459.31,PJM-RTO,51.2,60.49,3.35
2025-01-09 21:00:00,22198.55,PJM-RTO,49.14,65.08,5.67
2025-01-09 22:00:00,23576.87,PJM-RTO,42.83,69.15,5.06
2025-01-09 23:00:00,24048.35,PJM-RTO,41.97,70.67,5.21
2025-01-10 00:00:00,24754.37,PJM-RTO,39.07,64.39,5.07
2025-01-10 01:00:00,27542.86,PJM-RTO,44.05,68.41,7.9
2025-01-10 02:00:00,26770.14,PJM-RTO,42.32,69.04,7.2
2025-01-10 03:00:00,28407.39,PJM-RTO,48.73,62.04,7.33
2025-01-10 04:00:00,29579.95,PJM-RTO,49.11,64.76,
2025-01-10 05:00:00,30640.63,PJM-RTO,53.54,58.01,6.99
2025-01-10 06:00:00,30869.39,PJM-RTO,60.44,55.79,9.11
2025-01-10 07:00:00,32031.69,PJM-RTO,65.47,50.4,7.1
2025-01-10 08:00:00,32534.7,PJM-RTO,70.99,47.94,7.12
2025-01-10 09:00:00,32766.74,PJM-RTO,75.66,43.25,7.24
2025-01-10 10:00:00,32475.94,PJM-RTO,75.36,40.52,7.09
2025-01-10 11:00:00,31086.66,PJM-RTO,83.33,37.44,6.36
2025-01-10 12:00:00,29839.72,PJM-RTO,80.62,42.4,5.71
2025-01-10 13:00:00,29430.76,PJM-RTO,81.34,34.17,7.28
2025-01-10 14:00:00,27104.72,PJM-RTO,75.69,39.22,6.22
2025-01-10 15:00:00,27456.55,PJM-RTO,78.05,40.82,4.43
2025-01-10 16:00:00,26491.42,PJM-RTO,75.26,48.19,4.82
2025-01-10 17:00:00,23260.96,PJM-RTO,64.66,48.16,4.26
2025-01-10 18:00:00,23562.54,PJM-RTO,61.64,53.99,4.14
2025-01-10 19:00:00,23645.1,PJM-RTO,55.44,55.88,3.96
2025-01-10 20:00:00,21465.62,PJM-RTO,47.81,64.74,5.1
2025-01-10 21:00:00,23064.3,PJM-RTO,48.45,63.54,4.53
2025-01-10 22:00:00,23495.12,PJM-RTO,41.73,66.68,4.51
2025-01-10 23:00:00,25170.36,PJM-RTO,42.54,66.94,4.69
2025-01-11 00:00:00,26933.85,PJM-RTO,42.3,68.7,4.56
2025-01-11 01:00:00,27446.99,PJM-RTO,40.56,66.22,5.69
2025-01-11 02:00:00,28096.42,PJM-RTO,40.47,65.51,7.26
2025-01-11 03:00:00,30203.48,PJM-RTO,46.52,68.21,5.84
2025-01-11 04:00:00,30279.36,PJM-RTO,51.0,59.96,6.79
2025-01-11 05:00:00,32153.15,PJM-RTO,55.9,57.64,7.1
2025-01-11 06:00:00,32756.94,PJM-RTO,57.76,57.18,6.5
2025-01-11 07:00:00,32302.09,PJM-RTO,62.01,44.05,6.56
2025-01-11 08:00:00,35173.46,PJM-RTO,72.24,48.61,8.24
2025-01-11 09:00:00,32979.63,PJM-RTO,72.51,,7.23
2025-01-11 10:00:00,32557.26,PJM-RTO,78.49,39.22,6.73
2025-01-11 11:00:00,32599.93,PJM-RTO,82.96,43.04,6.6
2025-01-11 12:00:00,30557.16,PJM-RTO,77.38,40.89,4.71
2025-01-11 13:00:00,31278.95,PJM-RTO,81.3,40.91,5.46
2025-01-11 14:00:00,28991.84,PJM-RTO,76.62,46.43,4.8
2025-01-11 15:00:00,28119.89,PJM-RTO,77.87,40.64,4.69
2025-01-11 16:00:00,25842.56,PJM-RTO,65.3,47.5,5.15
2025-01-11 17:00:00,25587.38,PJM-RTO,66.58,53.96,2.88
2025-01-11 18:00:00,24842.86,PJM-RTO,58.32,56.41,3.7
2025-01-11 19:00:00,25131.87,PJM-RTO,55.68,59.9,4.16
2025-01-11 20:00:00,24187.2,PJM-RTO,50.46,63.26,2.4
2025-01-11 21:00:00,24678.08,PJM-RTO,47.29,67.11,3.58
2025-01-11 22:00:00,24381.79,PJM-RTO,43.48,71.46,4.76
2025-01-11 23:00:00,24954.95,PJM-RTO,40.52,,5.53
2025-01-12 00:00:00,28752.51,PJM-RTO,40.42,77.07,4.62
2025-01-12 01:00:00,28452.07,PJM-RTO,39.73,70.37,5.37
2025-01-12 02:00:00,29466.33,PJM-RTO,38.26,69.06,6.57
2025-01-12 03:00:00,31097.61,PJM-RTO,41.21,66.89,7.75
2025-01-12 04:00:00,32558.66,PJM-RTO,51.47,60.0,7.46
2025-01-12 05:00:00,34512.17,PJM-RTO,58.26,59.18,7.57
2025-01-12 06:00:00,35648.42,PJM-RTO,59.93,53.65,7.12
2025-01-12 07:00:00,35790.73,PJM-RTO,64.02,50.41,6.25
2025-01-12 08:00:00,36124.89,PJM-RTO,69.78,46.76,7.75
2025-01-12 09:00:00,36278.9,PJM-RTO,75.71,44.93,7.76
2025-01-12 10:00:00,35516.38,PJM-RTO,73.96,47.7,7.71
2025-01-12 11:00:00,33243.68,PJM-RTO,78.41,38.45,6.02
2025-01-12 12:00:00,32741.17,PJM-RTO,79.33,45.57,4.87
2025-01-12 13:00:00,33391.65,PJM-RTO,77.27,44.73,4.98
2025-01-12 14:00:00,30152.72,PJM-RTO,77.4,37.61,4.24
2025-01-12 15:00:00,28844.05,PJM-RTO,75.4,43.21,4.18
2025-01-12 16:00:00,28489.67,PJM-RTO,69.37,46.02,4.26
2025-01-12 17:00:00,26977.46,PJM-RTO,63.46,53.33,3.33
2025-01-12 18:00:00,26658.65,PJM-RTO,60.35,49.56,4.47
2025-01-12 19:00:00,25078.85,PJM-RTO,57.08,63.36,
2025-01-12 20:00:00,25695.97,PJM-RTO,48.7,60.2,4.81
2025-01-12 21:00:00,27098.16,PJM-RTO,44.15,65.35,
2025-01-12 22:00:00,26585.93,PJM-RTO,44.88,67.28,4.02
2025-01-12 23:00:00,27019.99,PJM-RTO,42.88,72.77,5.93
2025-01-13 00:00:00,28392.81,PJM-RTO,40.14,69.94,6.76
2025-01-13 01:00:00,30259.85,PJM-RTO,42.15,70.56,7.37
2025-01-13 02:00:00,32047.95,PJM-RTO,44.38,60.41,9.73
2025-01-13 03:00:00,32703.75,PJM-RTO,48.47,64.65,6.42
2025-01-13 04:00:00,34310.54,PJM-RTO,50.79,62.36,8.0
2025-01-13 05:00:00,35342.41,PJM-RTO,54.49,62.56,7.75
2025-01-13 06:00:00,35671.49,PJM-RTO,61.2,55.57,7.44
2025-01-13 07:00:00,34856.92,PJM-RTO,61.17,48.24,7.4
2025-01-13 08:00:00,36283.58,PJM-RTO,73.88,44.23,7.66
2025-01-13 09:00:00,35403.02,PJM-RTO,71.94,48.9,7.25
2025-01-13 10:00:00,34718.76,PJM-RTO,77.36,36.72,7.56
2025-01-13 11:00:00,34771.1,PJM-RTO,77.25,37.13,6.66
2025-01-13 12:00:00,33975.75,PJM-RTO,80.32,44.61,6.55
2025-01-13 13:00:00,31268.5,PJM-RTO,77.63,38.11,6.43
2025-01-13 14:00:00,31638.1,PJM-RTO,76.53,40.96,4.81
2025-01-13 15:00:00,30588.3,PJM-RTO,74.78,48.17,4.52
2025-01-13 16:00:00,29338.06,PJM-RTO,71.12,50.76,3.26
2025-01-13 17:00:00,27636.58,PJM-RTO,64.43,56.57,3.31
2025-01-13 18:00:00,27678.9,PJM-RTO,62.21,53.34,4.86
2025-01-13 19:00:00,27489.2,PJM-RTO,55.26,59.65,4.25
2025-01-13 20:00:00,27171.02,PJM-RTO,50.55,63.85,3.82
2025-01-13 21:00:00,26755.65,PJM-RTO,45.76,67.23,3.22
2025-01-13 22:00:00,27453.35,PJM-RTO,43.48,66.57,5.32
2025-01-13 23:00:00,27563.59,PJM-RTO,42.7,68.05,5.01
2025-01-14 00:00:00,28441.84,PJM-RTO,41.29,70.9,6.51
2025-01-14 01:00:00,29690.09,PJM-RTO,42.02,74.42,7.99
2025-01-14 02:00:00,30934.52,PJM-RTO,46.0,69.25,6.93
2025-01-14 03:00:00,31509.73,PJM-RTO,49.74,66.37,6.96
2025-01-14 04:00:00,32739.35,PJM-RTO,49.47,68.33,6.8
2025-01-14 05:00:00,33799.92,PJM-RTO,52.06,66.97,8.28
2025-01-14 06:00:00,33767.06,PJM-RTO,55.59,53.68,6.91
2025-01-14 07:00:00,34881.7,PJM-RTO,66.06,57.69,8.13
2025-01-14 08:00:00,33361.96,PJM-RTO,68.64,45.52,7.89
2025-01-14 09:00:00,35284.23,PJM-RTO,73.93,49.33,6.21
2025-01-14 10:00:00,34090.07,PJM-RTO,75.68,46.57,7.69
2025-01-14 11:00:00,33772.9,PJM-RTO,77.64,42.07,7.73
2025-01-14 12:00:00,32635.94,PJM-RTO,81.79,43.2,6.18
2025-01-14 13:00:00,32375.26,PJM-RTO,78.81,43.44,5.77
2025-01-14 14:00:00,30557.39,PJM-RTO,74.78,41.82,5.86
2025-01-14 15:00:00,30433.28,PJM-RTO,74.45,45.56,5.82
2025-01-14 16:00:00,28960.04,PJM-RTO,67.46,51.19,4.16
2025-01-14 17:00:00,26966.11,PJM-RTO,68.93,44.8,4.92
2025-01-14 18:00:00,26694.28,PJM-RTO,58.43,53.07,3.1
2025-01-14 19:00:00,24649.94,PJM-RTO,53.58,56.52,4.55
2025-01-14 20:00:00,26101.66,PJM-RTO,48.41,63.31,3.63
2025-01-14 21:00:00,25917.67,PJM-RTO,46.09,64.56,3.32
2025-01-14 22:00:00,27196.0,PJM-RTO,41.19,65.32,
2025-01-14 23:00:00,27262.84,PJM-RTO,38.37,71.69,5.34
2025-01-15 00:00:00,26629.88,PJM-RTO,42.53,67.15,6.3
2025-01-15 01:00:00,27118.05,PJM-RTO,38.7,68.96,7.55
2025-01-15 02:00:00,27970.34,PJM-RTO,39.38,63.2,7.1
2025-01-15 03:00:00,30143.26,PJM-RTO,44.26,65.27,7.37
2025-01-15 04:00:00,32252.44,PJM-RTO,49.89,61.78,8.46
2025-01-15 05:00:00,32296.02,PJM-RTO,57.46,61.42,7.0
2025-01-15 06:00:00,32971.46,PJM-RTO,59.58,59.08,7.97
2025-01-15 07:00:00,33445.26,PJM-RTO,65.78,54.84,
2025-01-15 08:00:00,34065.28,PJM-RTO,74.56,49.18,7.69
2025-01-15 09:00:00,34114.91,PJM-RTO,73.91,47.41,8.19
2025-01-15 10:00:00,33444.26,PJM-RTO,78.66,42.32,7.37
2025-01-15 11:00:00,32082.82,PJM-RTO,76.46,43.3,7.28
2025-01-15 12:00:00,32304.54,PJM-RTO,76.91,36.24,6.95
2025-01-15 13:00:00,29459.42,PJM-RTO,75.16,36.1,4.87
2025-01-15 14:00:00,30277.32,PJM-RTO,78.44,44.37,5.16
2025-01-15 15:00:00,27081.03,PJM-RTO,71.84,48.98,5.07
2025-01-15 16:00:00,27510.66,PJM-RTO,69.06,48.02,2.9
2025-01-15 17:00:00,25485.2,PJM-RTO,63.75,54.11,4.36
2025-01-15 18:00:00,25478.21,PJM-RTO,61.36,61.23,4.12
2025-01-15 19:00:00,25084.51,PJM-RTO,55.2,63.04,4.88
2025-01-15 20:00:00,23685.3,PJM-RTO,49.08,63.26,5.05
2025-01-15 21:00:00,24563.26,PJM-RTO,47.89,65.2,3.81
2025-01-15 22:00:00,24942.16,PJM-RTO,45.79,72.61,4.36
2025-01-15 23:00:00,25526.55,PJM-RTO,42.85,75.93,5.47
2025-01-16 00:00:00,24727.29,PJM-RTO,41.34,70.03,5.66
2025-01-16 01:00:00,25919.05,PJM-RTO,42.71,65.3,6.15
2025-01-16 02:00:00,26349.42,PJM-RTO,42.88,67.51,6.66
2025-01-16 03:00:00,29757.73,PJM-RTO,48.48,63.42,8.66
2025-01-16 04:00:00,30032.96,PJM-RTO,50.63,63.47,7.26
2025-01-16 05:00:00,29904.36,PJM-RTO,55.44,55.37,9.22
2025-01-16 06:00:00,32505.99,PJM-RTO,61.48,54.56,8.31
2025-01-16 07:00:00,32042.45,PJM-RTO,64.17,58.91,7.7
